session_id,user_id,date,time,swipe_duration,swipe_speed,touch_pressure,touch_area,typing_speed,keystroke_dwell_time,device_orientation,device_motion_x/y/z,session_duration,hand_used,is_fraud
SESS343962,USR21830,2025-05-15,06:27:51,1243.11314470864,3.367944492547536,0.1770432945283974,30.876535030012505,3.6127227842556073,84.13420360771434,Portrait,-2.201448765307288,1711.1730606942258,Left,0
SESS629903,USR17362,2023-04-02,06:26:42,322.0130282714816,2.233441984658782,0.0285200248386482,84.04589919164432,3.5384412712736872,140.88086347356045,Portrait,-7.608357864702883,2333.619789551058,Right,0
SESS731262,USR40490,2023-03-22,22:53:56,619.6820646436754,4.770288560531276,0.9093041464060494,12.953792645346445,3.60169611280089,345.9698011199041,Portrait,5.588868263124835,2106.626039642708,Left,0
SESS127824,USR88861,2024-06-01,02:00:53,764.4055944226989,3.624301482821577,0.0082231313888915,78.44817392410137,6.893159644562249,249.57562214751871,Portrait,5.222168835092436,5744.105004444884,Left,0
SESS688508,USR38679,2023-12-31,19:31:24,939.33646922322,4.657809494026495,0.7360821443370854,14.494006124018856,5.542675316858954,180.81491614111425,Portrait,-5.074032658289531,1236.99851794178,Right,0
SESS308496,USR12612,2025-01-01,13:37:59,1581.0931247163765,2.685181069033612,0.1521478869195165,88.71297750495935,4.161529691823121,238.3852352215906,Landscape,7.253638253962894,4382.956881991246,Right,0
SESS850800,USR79002,2024-07-04,09:19:26,439.3638752088015,1.3686309464863842,0.9122296219996,33.899429222825354,1.916352802922808,250.33984082178543,Landscape,1.780065155812565,374.4993383867729,Right,0
SESS781453,USR72650,2025-07-30,23:16:42,1052.7571549065426,0.3588507631871377,0.8927959395898858,67.1673696589046,0.7103220479503861,459.7485128697184,Landscape,-0.426263152108655,3958.850908612873,Left,0
SESS835392,USR10089,2025-07-18,07:42:28,1205.2084092809828,3.657815772270868,0.6539011463692573,51.31271646892658,2.5789294370830795,96.55622766722884,Portrait,-9.650073967490084,464.8610555432372,Right,0
SESS671412,USR53481,2023-03-12,16:48:20,140.57830480399556,0.6943846902271172,0.6722341498006051,39.7987987999222,1.520978337702472,175.87883606342675,Landscape,-2.345176282713675,1270.4320707195689,Left,0
SESS539898,USR90495,2023-01-09,07:52:19,1234.7124612078048,1.5835981285326393,0.0053391419696885,66.31697415243217,7.961727793096274,291.90416746222127,Portrait,2.8134153647132614,818.2170482753801,Right,0
SESS331148,USR36406,2024-01-30,01:00:50,382.5220411902185,2.709107448631097,0.984871566113602,95.0146831523676,1.5687305992319112,364.22911698376623,Landscape,-8.20504324623233,2499.688921191254,Right,0
SESS571029,USR27103,2025-02-22,18:41:20,176.85060632129506,2.865641280120764,0.8778326035758144,8.920626000589076,7.380168254414944,333.78678003165965,Portrait,-0.8086538222490347,2478.147550407111,Right,0
SESS717889,USR54663,2024-08-14,18:23:09,1900.326797644,3.042857665236967,0.895106225730092,92.29102130889493,4.163757552872785,473.7392319818275,Landscape,9.868719027231922,5951.086724839804,Left,1
SESS391704,USR33260,2024-04-14,22:17:29,1932.9824644953908,0.9146511187135332,0.6592445370508719,62.86275722699629,1.1970947025658718,408.02401616876296,Portrait,4.330772744181351,1628.821212682904,Right,0
SESS948749,USR52413,2024-09-05,03:21:49,1626.3748288270992,1.960713283626079,0.3447869286545365,81.69485857305997,8.220935469600064,300.68457888849366,Landscape,0.937417750032088,626.5526070637644,Left,0
SESS106814,USR17806,2024-07-30,04:11:58,643.9968498880728,3.124251712873137,0.8936486490904808,41.46812057625637,6.006490417247827,146.6072112530784,Landscape,0.6606576987815327,4347.267334907664,Right,0
SESS895667,USR12872,2023-07-25,10:11:57,240.46062231244852,4.8521124367055455,0.2915169281511923,49.82508260957331,2.739734372203944,252.8934041310079,Landscape,-9.124698354836111,4951.207783622049,Left,0
SESS944962,USR29360,2025-05-19,05:55:24,1384.254401698706,3.665392574728475,0.5627115433422029,87.54082142111058,8.999471156160345,362.0220098875148,Portrait,9.14628874815872,2126.25591727436,Right,0
SESS267414,USR86888,2023-03-05,21:15:02,908.2973627922224,4.620758409760393,0.0997309723438824,44.4105571319332,0.9299539817702388,427.0829786762382,Portrait,8.56355320570086,4342.247567220109,Right,1
SESS832052,USR28566,2025-06-20,18:07:14,287.9745579473187,3.834839085739468,0.9219556301327502,55.79265884116308,2.4172862778787474,481.8813009900743,Portrait,3.64809421350893,5588.727006807804,Right,0
SESS543143,USR24538,2023-10-06,15:28:52,1015.5949747169768,2.9994131475727626,0.1407704577712133,6.918517693011626,7.64444581415568,322.45374476206297,Portrait,-8.019767006369001,2505.643396652628,Right,0
SESS456778,USR78982,2024-02-09,08:22:34,117.05761617467589,1.0409145087680884,0.2248968057304072,20.066810554614012,7.239090337943947,287.1137152869946,Portrait,-5.843322065011236,3784.92087831874,Right,0
SESS391369,USR57826,2023-09-21,21:04:55,1823.174784053625,3.3667596942733145,0.558134158128215,65.96021825760599,3.248081090382541,57.96136540451674,Landscape,-6.321809282488296,1060.0264040723428,Right,0
SESS263032,USR19506,2025-02-21,13:02:20,554.620964120033,3.154559873203545,0.7640930002129815,73.11280560106833,1.0892363158514395,82.44458111758098,Portrait,0.3915697020243769,175.13873369994766,Left,0
SESS325772,USR58967,2025-02-04,14:24:01,1341.9184544902648,3.052098935240606,0.619351305936299,60.34708899452745,8.651741686136965,120.24724893683012,Portrait,-5.843922509960288,7065.942578763919,Right,0
SESS900581,USR96787,2024-06-10,21:25:30,657.8365983743514,2.49995075314238,0.2321339128001561,18.614453446183013,3.4801275616640748,74.64196903533264,Portrait,3.916011230883964,2161.563469609181,Right,0
SESS452944,USR61851,2024-12-28,03:28:07,1064.132641296731,2.6904173595474505,0.0009430425274903,47.31351571489431,2.35927744181852,230.3884574622169,Landscape,0.9045977193877804,2011.7002549435065,Left,0
SESS207175,USR86810,2023-07-24,22:19:00,1116.0850447193952,1.7387683828787102,0.7571505803074392,38.73400280450304,5.402587312429282,201.59534531249247,Landscape,-9.64683645914689,7007.498733180366,Left,0
SESS197251,USR23242,2023-05-20,06:19:08,410.4661882747777,2.644632193947286,0.9852073259110936,52.087827683333394,9.14715839318325,336.8093710407768,Landscape,4.8811447407130295,5244.640203475625,Right,0
SESS498382,USR54113,2024-05-07,22:26:58,1940.690024140889,1.0680239378245435,0.8099131203060904,87.68125828263895,0.9136924895120656,291.0492985700312,Portrait,-6.22342526692103,4216.218303731776,Left,0
SESS201414,USR49552,2025-04-03,23:37:57,1561.5090055541734,4.045354547065847,0.4602066181566153,78.70683667257192,7.775138836293434,318.18684172453686,Portrait,6.497702393613537,5036.631827696702,Left,0
SESS476417,USR52284,2024-11-03,12:47:15,1882.0229360501687,1.0103070780236685,0.9037672613991066,12.9790026319701,5.938495665417735,262.3897413219444,Landscape,-2.8990912575404204,5112.921647373422,Right,0
SESS988662,USR27884,2023-08-09,06:31:41,1794.9133333339153,0.5163348204583855,0.40984767311835,89.57937378858361,4.541766607242261,174.9817168494157,Portrait,-3.2276064003672715,5497.201658708009,Left,0
SESS460663,USR30644,2024-02-09,12:38:23,1215.904958681616,2.237605529150071,0.5249340842434675,49.81787935923324,7.56876421899807,478.77139172591467,Portrait,-9.76365328443579,488.426520066324,Right,0
SESS733052,USR67261,2023-07-01,12:11:15,1847.6547582950775,3.3257064535797034,0.4771297673956832,75.66690376416985,9.675332032195508,88.88412189206252,Portrait,9.754579658460344,2975.322065337879,Left,1
SESS377370,USR93789,2024-05-01,15:32:15,222.560379001243,2.2448124421743527,0.4476238726655249,18.30372697011345,2.6774590060455647,472.5009497593882,Portrait,2.240086783437276,2128.4626368085533,Left,0
SESS946335,USR73858,2023-03-10,14:29:04,432.16658171733314,1.4560952465614123,0.7751907692939057,68.71835494216957,1.8646499681851365,190.0571210891306,Portrait,-1.5453966762801858,512.7485491298544,Left,0
SESS145561,USR95089,2023-07-18,15:23:41,138.19321337554925,2.83503880106316,0.526768907269492,27.450971672898504,9.17237657961562,280.6976504152839,Landscape,-8.06757191077322,2973.649782310055,Right,0
SESS865179,USR51586,2025-02-14,11:55:14,684.3941449883655,1.80031144351978,0.316717122025216,46.6461852283885,6.855054235844385,98.97904527239577,Landscape,3.982961283020338,4438.368227547591,Right,0
SESS581741,USR32833,2024-03-12,12:27:48,807.92071489449,4.671051681620502,0.2581581676584783,6.601972657799919,4.660867204838677,81.91898076695418,Landscape,-4.345390600161223,1289.2908074159432,Right,0
SESS662275,USR83659,2024-07-14,03:51:06,579.130611959097,4.620961184057503,0.0377473169674333,19.403010603395224,5.945965917510689,243.2954519233713,Portrait,9.765616367510578,2199.667422273108,Right,1
SESS230889,USR90440,2024-10-30,02:46:08,1666.0381428462622,2.561621917863268,0.583195161883046,13.747646846743878,7.583332099174318,383.7638193708552,Landscape,9.010947182986463,4603.834063693923,Right,0
SESS496922,USR56769,2024-03-15,12:13:38,745.6689870524991,1.706631570689467,0.2299614154010342,27.775696429134552,7.843803037704314,171.214149896847,Portrait,4.705933576055772,4173.24091112415,Right,0
SESS182627,USR39260,2024-02-13,21:25:05,597.8222938903925,3.711948828387532,0.1481339220163831,14.501718552310615,9.238994717780164,303.05655002089406,Landscape,9.42143860565938,6255.911407531346,Left,0
SESS678856,USR97232,2025-08-10,03:44:42,1108.2573621585846,0.2798934230670266,0.6538299638276777,70.73145252885838,4.555006494508415,175.39265323526826,Portrait,-7.887322750924744,5697.906826634508,Left,0
SESS407419,USR87194,2024-02-14,17:36:31,324.80223870078714,2.4263681296138917,0.6812092578215488,7.75879070987584,3.2874036451842525,224.8758774018684,Portrait,-4.401692789269096,6952.571521197982,Right,0
SESS969693,USR32983,2025-03-14,02:08:19,1614.2841124703773,1.7479846319246346,0.752154892257666,63.6853475593748,6.576810534503498,457.9008433132211,Landscape,-4.935134224176418,4301.805866265749,Left,0
SESS759176,USR59595,2024-05-01,05:52:13,195.3737551755531,4.610625837002518,0.5035768963385915,18.367243928429552,4.449415043155538,435.1278314727138,Landscape,-8.55974683081395,5030.472701331652,Right,0
SESS748564,USR50215,2024-11-07,22:52:59,1974.4295263710087,0.1588148336361444,0.8940546052038866,94.7903384319002,6.1486853125152905,282.20789453793344,Landscape,9.444531959429115,6196.342532169629,Right,1
SESS479201,USR48602,2023-09-14,07:02:33,1555.877300128482,2.8087928910199107,0.9363427533982278,93.64393694543617,4.489865085331527,157.14753236243544,Portrait,-8.800518267062124,6048.745640517804,Left,0
SESS705397,USR26691,2024-05-05,04:17:33,437.4955789916362,3.729251547226468,0.8073709397924894,26.422794739491447,1.9534599734426576,136.93276072986026,Landscape,7.133778079886593,5176.202214378756,Left,0
SESS301629,USR33292,2025-02-02,04:03:04,60.76812839102468,2.476588138867802,0.6355934820081872,63.3700233311878,4.959554140760105,479.3393088660714,Landscape,5.363228491536784,3604.343426445751,Right,0
SESS838797,USR10235,2023-08-23,23:33:30,1640.1497854869267,0.5184748477973362,0.3037209535911886,7.660505349883551,7.063719308439811,141.2224684298094,Landscape,-2.482658250570811,1970.7235608200936,Right,0
SESS172933,USR85082,2025-05-13,05:03:16,1428.371820502853,4.865060811136721,0.9829449216202212,93.51991158986154,8.093196172842674,413.6757399106426,Landscape,-9.62385274740402,6316.567349565246,Left,1
SESS148050,USR61327,2024-11-14,12:00:04,1471.5639776799253,2.63825111374288,0.2741361671919383,54.68379427821242,5.186599629567195,216.0365942909918,Portrait,-9.87808190036261,5593.035906897409,Left,0
SESS793384,USR84381,2023-03-24,16:16:01,1553.9771760375943,3.109512597163156,0.202656921990431,9.106199384689004,2.0697599569988085,493.5469314012073,Portrait,-5.920123186121535,6033.740519341258,Left,0
SESS338968,USR14244,2023-10-21,11:26:47,194.3870708814762,1.259387935266786,0.4421541137865827,37.53749933577305,4.4395332416696,215.67008316325453,Portrait,-0.1224683993241377,1017.979144069134,Right,0
SESS910620,USR33865,2023-08-19,20:59:07,749.0081706613316,2.469140617023339,0.0568405707123884,12.30069887681725,7.969792323996133,208.1824812098268,Landscape,-0.8418004362969729,2270.078658571831,Right,0
SESS403445,USR88956,2023-03-26,18:24:41,275.9446660740029,2.2028325105957776,0.9784944646717908,42.32972174046919,4.422163070862192,336.8586329949304,Landscape,1.7058515312985492,3062.04784768799,Right,0
SESS183667,USR51709,2023-12-24,01:49:20,1733.0516804574074,0.4669896258097203,0.5884335564164248,68.64300250532568,7.117042539240112,482.6825629820687,Landscape,5.439186193215242,6036.942440702534,Right,0
SESS996865,USR90134,2023-10-12,12:00:12,1265.431347313738,0.6201857323825894,0.5569520916641753,49.63954126393676,5.3185299759418525,489.2943226083948,Portrait,-2.452907702795885,6429.319610181947,Right,0
SESS344098,USR38953,2023-02-25,17:02:29,695.2511484626659,4.203615346131995,0.6557962798997199,41.45360659834817,2.791619688539269,368.24276591014336,Landscape,-6.792726089813652,2054.803079066785,Left,0
SESS205907,USR93839,2024-12-31,12:05:55,173.9387830577461,1.2751177658122923,0.4970236477772066,16.319919326344156,8.063429826219206,389.57286453635913,Portrait,6.00097833656848,4943.857858477178,Right,0
SESS498591,USR84127,2024-02-09,05:51:09,656.4155273455412,1.0552955303432898,0.0320635170945415,28.26920934089735,1.3000278136715269,303.53097918786244,Landscape,-3.346186373375783,564.8732132676937,Right,0
SESS391476,USR23645,2023-09-12,01:46:14,684.1074779521567,2.5740661111256826,0.6123112888403968,14.513612335143357,5.486457686173931,390.0990826095493,Portrait,-4.262362044132986,2951.8796918152366,Right,0
SESS575435,USR75035,2024-12-26,15:58:28,1472.732047759225,3.866860943676314,0.7161738769564306,81.71237950738278,2.484464825312347,436.90084473672346,Portrait,5.286240768584706,3506.5842302748133,Left,0
SESS766563,USR28434,2024-11-08,23:17:05,1293.2370691426656,0.4035379410370409,0.4167490606240531,17.847783658548643,1.1371234711430689,268.7428864377605,Landscape,8.682788761662891,5513.728103199139,Right,0
SESS974628,USR53406,2023-06-30,05:41:23,1780.0648480238367,2.9263588062274537,0.7572955720711929,61.56046982214488,5.277872402290864,328.9380182735464,Landscape,8.299225640215138,6422.7402440430815,Left,0
SESS482554,USR20198,2025-02-07,19:36:40,970.8191040658012,0.6841311699188095,0.2270012993384206,37.56033929094036,5.245840481381774,291.79251285487146,Portrait,-7.251151482856429,2431.7528817569623,Right,0
SESS270555,USR41194,2023-03-05,08:49:30,283.2087795796883,0.2786591490455304,0.221276591066184,26.467946542242437,7.215558565919348,303.1117760879048,Portrait,0.0631630693859914,3802.08131313198,Right,0
SESS488162,USR55457,2024-11-16,21:02:49,1440.8273350848403,0.3584453655948653,0.1614169876875739,65.74950175174985,7.575131583993096,450.5215594432734,Landscape,-8.142594325436532,4663.389959934337,Left,0
SESS472528,USR51879,2024-07-07,20:01:59,1533.53084480295,4.1874041302213625,0.3719947597891618,48.41521939080936,7.41401914258252,210.0275735925066,Portrait,9.219519178127996,2369.904612272332,Left,0
SESS319684,USR32005,2025-05-21,06:10:19,1144.4905352605176,0.6780651697775016,0.8470120353890835,43.01381939203312,4.390807962709173,143.6828115202809,Landscape,-5.695442282463212,7095.9474437872495,Right,0
SESS802729,USR93386,2025-01-23,17:32:56,1553.386000911394,0.3212416856202306,0.8279120621490643,61.32094046476105,6.5010529786523445,255.32604962313312,Landscape,-6.051408504684506,6306.196661006326,Left,0
SESS379946,USR21629,2024-12-12,02:31:07,1012.901412910562,2.2457094470002703,0.3828242079635038,51.67042470655007,5.980979805117623,143.63833571656932,Portrait,7.77771346012959,2137.6183536953067,Left,0
SESS835911,USR97821,2025-02-04,19:56:43,1069.3290172948884,4.235568012515921,0.5891187359802366,33.830999812398275,4.504836683110736,274.2801915479086,Portrait,9.357011102439298,3659.6731320381527,Left,0
SESS816751,USR93768,2023-06-24,17:57:50,883.7049857991718,1.3858010447975797,0.7208163164749156,58.110822337698906,6.173520594766935,456.5786474106764,Landscape,3.9526451859051335,1665.8982123139233,Right,0
SESS779514,USR54007,2023-08-18,23:50:32,99.5672971509856,2.1663918258769903,0.2412067746280229,68.60236477231598,9.498854828709494,327.845084217115,Portrait,-7.579899326015502,3706.855696509494,Right,0
SESS174870,USR68540,2023-07-12,02:09:50,260.3882826369437,0.295620409562381,0.168141085894747,7.535850065751157,2.3324905649730847,434.94478398638495,Portrait,-0.2828877891865229,4921.576221003535,Right,0
SESS738720,USR11493,2024-06-27,02:11:35,111.2869120891318,2.300484719260892,0.972095993212311,49.25781424622916,9.1048349099625,124.7859138269803,Landscape,6.332101881232074,620.3242626455473,Right,0
SESS765822,USR44761,2023-05-26,08:50:10,1291.0003019643718,2.930304095121955,0.6175573132096185,10.47991203543666,1.0078273828403843,455.39311664172953,Portrait,1.4495436741649037,6265.49328858832,Left,0
SESS279451,USR37483,2023-11-13,11:44:35,662.994163098837,2.89744456338551,0.981415721833664,22.70851433647055,3.4296975225657764,320.8042239832021,Portrait,-7.348102905433307,4277.001523473168,Right,0
SESS660086,USR42707,2024-03-17,08:37:44,1041.7128477711703,1.7288907916543894,0.3377559871322291,58.248329737407445,3.237379861809518,64.2919049332159,Portrait,-6.562245009935444,7125.192855261527,Left,0
SESS864544,USR18885,2023-10-08,15:18:18,1819.7546241558812,1.6461125852493643,0.7030316999741315,87.28794695023016,6.4504685248686044,334.90352987826657,Portrait,7.282833516696101,189.1308946601756,Right,0
SESS356702,USR55938,2023-09-19,10:29:32,536.1198468403061,0.6224557327893296,0.2226036365412377,88.86653952290607,1.746637041884258,478.128630317413,Landscape,0.5405832737496681,5987.63063615178,Right,0
SESS271339,USR43640,2025-03-01,07:07:06,850.246699919478,1.8973117711667156,0.2612001712739129,11.644680963169971,8.88230231247766,85.62515021391293,Portrait,4.116735475334249,5703.17413219147,Left,0
SESS584714,USR24160,2024-02-28,18:24:22,1523.324720158945,0.5875238774775269,0.511902121269624,44.814983197237126,8.371238380417893,312.10525871130744,Portrait,-2.5387494753387045,960.8738241280328,Right,0
SESS497887,USR10167,2025-05-24,23:23:04,496.1564227086638,3.856320129089053,0.3196181255080712,60.38561588543237,6.694625287010139,461.9653712913717,Portrait,0.6497116583768303,2417.5240444251112,Right,0
SESS383060,USR16310,2025-06-28,19:38:10,200.11082416614636,4.834744058966111,0.1676215638405844,18.971640932282625,4.854931402025879,54.36282575046855,Portrait,9.542062807753837,6371.108680902823,Right,1
SESS771088,USR60585,2023-11-26,22:42:09,615.0153331818476,4.853364837666864,0.262880701989326,77.71606059075332,9.363082400349745,333.91081690962045,Landscape,-3.405939260637238,3735.278653044869,Left,0
SESS821590,USR67438,2025-06-25,12:13:24,364.3815101453086,4.338848386939429,0.0357483944658646,75.7023495515377,8.392092269845282,263.7060313239332,Landscape,3.4957705501654885,2892.220302326785,Right,0
SESS684004,USR65004,2023-01-07,09:49:05,1862.9104220680172,3.043881531764134,0.7044236214774866,90.8173963021455,5.2434939067718265,206.1451933918748,Landscape,-6.549888856095405,6520.046830044807,Left,0
SESS330283,USR31802,2025-03-28,03:16:32,1625.834740150613,3.534241916495012,0.4921166570858616,5.806171147927087,7.167796867315957,332.39142047541924,Portrait,-7.565202294793334,676.613853612457,Left,0
SESS817870,USR64266,2025-06-05,16:30:43,1285.1373251953255,1.4975084331340291,0.0942430664045256,25.58500317895525,5.885834545707003,73.71594256433761,Landscape,5.672802225180595,3409.118422981735,Right,0
SESS440035,USR74629,2023-10-08,12:05:40,1749.3481508660495,3.190775058845841,0.1716939931284912,83.58273785330556,6.085451264688513,388.8783708293301,Landscape,6.882164199743311,4698.83163493266,Right,0
SESS983794,USR59638,2024-10-08,21:13:30,1617.1605499532732,2.3326827922554,0.102534538112644,68.70510482855886,3.644272659655977,52.015764613868434,Portrait,3.3662339069883096,4383.455653713016,Right,0
SESS905635,USR56036,2023-04-30,08:38:01,413.81161482776986,2.4618849649069694,0.6125928082758765,89.96703610135663,4.889803743936519,188.1210847065585,Portrait,-6.836083249110498,1906.469089471974,Right,0
SESS913694,USR81568,2024-01-18,09:24:51,1790.490047055457,3.813105145838274,0.0942103636124938,10.43206718037532,1.24215359250257,276.78138695810526,Landscape,-5.188240687149229,4058.036348124551,Left,0
SESS158655,USR59197,2025-02-12,18:54:56,1101.717371735519,1.4813999424265332,0.7542823330352161,61.71157674306207,3.8948125708136287,219.66001275494827,Landscape,8.223514161902234,5103.101894037639,Left,0
SESS340174,USR23294,2023-05-27,11:57:12,1624.508302569922,1.6583940973031477,0.0205109193203911,59.05942461489904,7.110370895940443,188.36417084251207,Portrait,-4.225919024004874,4213.250505715595,Right,0
SESS961722,USR72847,2024-05-25,13:15:00,1797.378034850812,4.630744776530319,0.2493757879958921,8.389069554250575,9.55555228980877,423.87581546064325,Portrait,6.37721032394235,4929.7057159068345,Right,1
SESS133659,USR85766,2023-02-10,07:56:23,670.1067761951346,0.375499044769764,0.8906666758919072,53.78459730668594,9.649109071248692,470.674658422359,Portrait,-4.2812542217919685,1847.4865299023472,Right,0
SESS944151,USR95323,2024-03-17,14:46:23,264.6012528289697,2.479608062225368,0.718531318122246,62.9044295744428,5.779367256686471,443.1707082076499,Landscape,8.789251386468692,5997.348197205476,Left,0
SESS430776,USR39567,2023-07-09,12:09:07,494.4735669567863,4.572723921998523,0.0729683329256877,23.172851549200185,6.26291139219103,285.09409087249986,Portrait,8.28905825674006,3240.516218606858,Right,0
SESS520651,USR31319,2024-09-04,07:42:55,882.8601878211998,3.0907787383089698,0.8211261044851798,30.966310396842974,2.2643512622591917,447.87387883706737,Landscape,-9.13473652742424,7108.075558332373,Right,1
SESS380746,USR69151,2024-08-03,07:15:47,1645.1287935488615,2.7773946636394475,0.4930351215402048,65.83299789828502,7.105427026888542,464.3877043316947,Landscape,5.408279737348172,172.53788219861573,Right,0
SESS169403,USR19661,2025-07-06,01:24:51,1728.4246373498695,1.3237464782238406,0.8467830271688292,49.48859002199604,1.1712585304066692,234.15727867135791,Landscape,-6.610764795311859,2741.369096126794,Left,0
SESS321231,USR14379,2023-06-14,18:34:23,63.55665453582187,1.7820498964157967,0.6007397744503934,86.51129746899105,3.204514015094723,177.55063677745045,Portrait,-5.694567481872371,1303.5180013352726,Left,0
SESS694731,USR48654,2024-05-17,14:23:00,1045.9572400262532,4.275037237442995,0.6818330320328587,37.52626777087289,6.849451799211701,94.21934261599417,Landscape,-0.803095753370485,4002.610546722214,Right,0
SESS852787,USR12631,2023-08-27,21:09:54,863.951456140119,2.840168845665445,0.993501560395708,30.33266754687911,3.4479462496631483,265.59136447215303,Landscape,1.5263629949890003,1754.8606540181434,Left,0
SESS429963,USR51774,2023-02-14,20:31:10,483.110230417924,2.6222367494082217,0.2323355459240181,98.56226433276008,0.973545304087316,475.8336141972986,Landscape,-3.4840056205901604,5311.153825553031,Right,0
SESS322955,USR44226,2023-05-06,22:15:23,283.7374663006815,0.5879405963461418,0.6239455747613883,91.55789816235792,8.402768888834157,302.408387631667,Landscape,1.5076673110841838,6350.024879518447,Right,0
SESS787277,USR23726,2024-12-15,22:44:11,708.3495842370745,0.1785379666301033,0.4603213900573983,7.754310774903086,3.448135067778349,350.40294580377724,Portrait,-6.586832573177269,1522.312924023288,Left,0
SESS623481,USR19725,2025-01-15,10:17:40,1888.6739226294123,4.82205742456654,0.0394519529226914,78.21921845412376,1.099499636157445,100.79771832133142,Landscape,-9.553246912379258,1161.0754636814395,Right,1
SESS514850,USR54801,2024-12-06,08:24:59,680.2457174404727,1.9472322197055243,0.014470641502865,15.48180351339428,1.2104875627772191,114.58384886401532,Portrait,1.424487767235263,6303.194951316403,Left,0
SESS774079,USR32296,2024-02-23,08:55:08,1061.641712399564,3.0557440042875714,0.1192285778178586,7.61109350879024,2.8917085884931595,259.01296788185266,Portrait,0.3483051992463775,2604.351429061798,Left,0
