num__TransactionAmount,num__IsForeignTransaction,num__IsHighRiskCountry,num__UserTransactionFrequency,num__AmountBefore,num__AmountAfter,cat__TransactionType_Credit,cat__TransactionType_Debit,cat__Location_Beijing,cat__Location_Delhi,cat__Location_Dubai,cat__Location_Lagos,cat__Location_London,cat__Location_New York,cat__Location_Tokyo,cat__DeviceType_Desktop,cat__DeviceType_Mobile,cat__DeviceType_Tablet,cat__DeviceType_Unknown,cat__MerchantCategory_Food,cat__MerchantCategory_Luxury,cat__MerchantCategory_Retail,cat__MerchantCategory_Travel,cat__MerchantCategory_Utility,cat__CardType_Credit,cat__CardType_Debit,cat__CardType_Prepaid,target
1.5056730323774712,-0.4348110418247756,-0.3198324076128553,-1.6145107437029869,-0.6292932126646146,1.730559214820964,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.3483417651763671,-0.4348110418247756,-0.3198324076128553,-1.6145107437029869,1.8318741412841228,-0.3278205361985075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3484001045754467,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,0.3055129324982826,-0.32783643050958006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.281700215071817,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,0.898347270218411,-0.32666447515329056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.3475377911045579,-0.4348110418247756,-0.3198324076128553,1.5342181567416484,-0.8926364658413454,-0.3100411376029023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.26028115041525357,2.2998495985826177,-0.3198324076128553,0.7470359316304896,-0.7004333331910301,-0.27520180807304073,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.5691583989089413,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,-0.4162472727723495,-0.27097536626510194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.2499229475478986,-0.4348110418247756,3.1266375020084305,-0.8273285185918281,2.0113157347698314,-0.26291650595518473,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.7907348328465663,-0.4348110418247756,3.1266375020084305,-0.040146293480669226,0.4265759446221825,-0.2815684244243552,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.292283800562183,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-0.6054862337340642,-0.3201002358293393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.34820249803302805,-0.4348110418247756,-0.3198324076128553,0.7470359316304896,0.268413983679902,-0.33227461121677254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.3107948869785257,-0.4348110418247756,3.1266375020084305,-0.43373740603624866,0.27599602284126995,-0.3289840442286325,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.3474609717033197,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,1.7375198761648771,-0.33053857454094887,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4.55889852437051,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.8658029116076974,4.688165616819768,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.2790472437674599,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.8347883152027601,-0.32922390383209155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.8554738956570719,-0.4348110418247756,3.1266375020084305,-1.2209196311474075,2.0353411263511205,1.01806126445202,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4.2469034216293835,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,1.067554670926635,4.406681702536305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.32612991639405287,2.2998495985826177,-0.3198324076128553,0.7470359316304896,-0.18716360395439247,-0.3320464222613039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.3483919598231141,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,0.7833686105079545,-0.32524932572268767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3268343639901484,-0.4348110418247756,3.1266375020084305,-0.8273285185918281,-1.009892857480937,-0.3319968497946019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.32206131094644114,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.9556017128686727,-0.3285393369656854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.3475146110466017,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,-0.9898612972274465,-0.2926168601532896,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.2764698415327031,2.2998495985826177,-0.3198324076128553,0.7470359316304896,0.28133153188075105,-0.27839011795497953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.34761025039478943,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,1.1127036860151103,-0.3317166430938047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.29120658358552926,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-1.06976912559067,-0.3229855534596426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
